-11.4 	 0.296685 	 0.0790167 
-11.35 	 0.279519 	 0.127835 
-11.3 	 0.25444 	 0.173036 
-11.25 	 0.222189 	 0.213362 
-11.2 	 0.183704 	 0.247701 
-11.15 	 0.140085 	 0.275121 
-11.1 	 0.0925704 	 0.294891 
-11.05 	 0.0424915 	 0.306496 
-11 	 -0.00875959 	 0.309655 
-10.95 	 -0.0597714 	 0.304317 
-10.9 	 -0.109152 	 0.290667 
-10.85 	 -0.155566 	 0.269115 
-10.8 	 -0.19777 	 0.240278 
-10.75 	 -0.234648 	 0.204968 
-10.7 	 -0.265234 	 0.164161 
-10.65 	 -0.288741 	 0.118972 
-10.6 	 -0.304578 	 0.0706206 
-10.55 	 -0.312362 	 0.0204012 
-10.5 	 -0.311926 	 -0.0303561 
-10.45 	 -0.303319 	 -0.0803194 
-10.4 	 -0.286805 	 -0.12819 
-10.35 	 -0.26285 	 -0.172736 
-10.3 	 -0.232108 	 -0.212823 
-10.25 	 -0.195401 	 -0.247442 
-10.2 	 -0.153697 	 -0.275734 
-10.15 	 -0.108081 	 -0.297011 
-10.1 	 -0.0597268 	 -0.310768 
-10.05 	 -0.009867 	 -0.316694 
-10 	 0.0402412 	 -0.31468 
-9.95 	 0.0893466 	 -0.304815 
-9.9 	 0.136235 	 -0.287384 
-9.85 	 0.17976 	 -0.262853 
-9.8 	 0.218867 	 -0.231863 
-9.75 	 0.252625 	 -0.195203 
-9.7 	 0.280238 	 -0.153794 
-9.65 	 0.301069 	 -0.108662 
-9.6 	 0.314652 	 -0.0609129 
-9.55 	 0.320698 	 -0.0117037 
-9.5 	 0.319103 	 0.0377854 
-9.45 	 0.309945 	 0.08638 
-9.4 	 0.293478 	 0.132939 
-9.35 	 0.270127 	 0.176381 
-9.3 	 0.240474 	 0.215708 
-9.25 	 0.20524 	 0.250031 
-9.2 	 0.165268 	 0.278584 
-9.15 	 0.121501 	 0.300742 
-9.1 	 0.0749599 	 0.316035 
-9.05 	 0.0267152 	 0.324151 
-9 	 -0.0221337 	 0.324947 
-8.95 	 -0.0704866 	 0.318446 
-8.9 	 -0.117266 	 0.304832 
-8.85 	 -0.161443 	 0.284449 
-8.8 	 -0.202054 	 0.257782 
-8.75 	 -0.23823 	 0.225455 
-8.7 	 -0.269205 	 0.188204 
-8.65 	 -0.294335 	 0.146866 
-8.6 	 -0.313112 	 0.102356 
-8.55 	 -0.32517 	 0.0556496 
-8.5 	 -0.33029 	 0.00775444 
-8.45 	 -0.328404 	 -0.0403063 
-8.4 	 -0.319592 	 -0.087518 
-8.35 	 -0.30408 	 -0.132896 
-8.3 	 -0.282232 	 -0.175506 
-8.25 	 -0.254536 	 -0.214481 
-8.2 	 -0.221599 	 -0.24904 
-8.15 	 -0.184127 	 -0.278504 
-8.1 	 -0.142908 	 -0.302303 
-8.05 	 -0.0987996 	 -0.319992 
-8 	 -0.0527051 	 -0.331252 
-7.95 	 -0.00555721 	 -0.335898 
-7.9 	 0.0417019 	 -0.333879 
-7.85 	 0.0881397 	 -0.325276 
-7.8 	 0.132852 	 -0.310301 
-7.75 	 0.174978 	 -0.289283 
-7.7 	 0.21372 	 -0.26267 
-7.65 	 0.248356 	 -0.231008 
-7.6 	 0.27825 	 -0.194934 
-7.55 	 0.302867 	 -0.155161 
-7.5 	 0.321776 	 -0.112463 
-7.45 	 0.334661 	 -0.0676596 
-7.4 	 0.341324 	 -0.0215965 
-7.35 	 0.341681 	 0.0248664 
-7.3 	 0.33577 	 0.0708741 
-7.25 	 0.323741 	 0.115591 
-7.2 	 0.305852 	 0.158217 
-7.15 	 0.282465 	 0.198001 
-7.1 	 0.254036 	 0.234251 
-7.05 	 0.221105 	 0.26635 
-7 	 0.184281 	 0.293762 
-6.95 	 0.144236 	 0.316041 
-6.9 	 0.101688 	 0.332838 
-6.85 	 0.0573874 	 0.343901 
-6.8 	 0.0121045 	 0.349084 
-6.75 	 -0.0333848 	 0.348341 
-6.7 	 -0.0783125 	 0.341728 
-6.65 	 -0.121931 	 0.329398 
-6.6 	 -0.163526 	 0.3116 
-6.55 	 -0.202428 	 0.288667 
-6.5 	 -0.23802 	 0.261013 
-6.45 	 -0.269751 	 0.229122 
-6.4 	 -0.297138 	 0.193541 
-6.35 	 -0.319777 	 0.154867 
-6.3 	 -0.337348 	 0.113737 
-6.25 	 -0.349612 	 0.0708169 
-6.2 	 -0.356421 	 0.0267908 
-6.15 	 -0.357713 	 -0.0176509 
-6.1 	 -0.353512 	 -0.0618225 
-6.05 	 -0.343926 	 -0.105053 
-6 	 -0.329145 	 -0.146698 
-5.95 	 -0.309433 	 -0.186146 
-5.9 	 -0.285123 	 -0.22283 
-5.85 	 -0.256612 	 -0.256231 
-5.8 	 -0.224352 	 -0.28589 
-5.75 	 -0.188842 	 -0.31141 
-5.7 	 -0.15062 	 -0.332458 
-5.65 	 -0.110254 	 -0.348775 
-5.6 	 -0.0683307 	 -0.360172 
-5.55 	 -0.0254514 	 -0.366533 
-5.5 	 0.0177815 	 -0.367813 
-5.45 	 0.0607712 	 -0.364043 
-5.4 	 0.102935 	 -0.355317 
-5.35 	 0.143711 	 -0.3418 
-5.3 	 0.182568 	 -0.323716 
-5.25 	 0.219009 	 -0.301347 
-5.2 	 0.25258 	 -0.275027 
-5.15 	 0.282872 	 -0.245135 
-5.1 	 0.309526 	 -0.212089 
-5.05 	 0.332238 	 -0.176342 
-5 	 0.350761 	 -0.138369 
-4.95 	 0.364904 	 -0.0986681 
-4.9 	 0.374536 	 -0.0577466 
-4.85 	 0.379585 	 -0.0161174 
-4.8 	 0.380037 	 0.0257078 
-4.75 	 0.375932 	 0.0672257 
-4.7 	 0.367367 	 0.107947 
-4.65 	 0.35449 	 0.147402 
-4.6 	 0.337496 	 0.185146 
-4.55 	 0.316624 	 0.220763 
-4.5 	 0.292153 	 0.253873 
-4.45 	 0.264398 	 0.284129 
-4.4 	 0.233703 	 0.311229 
-4.35 	 0.20044 	 0.334908 
-4.3 	 0.164998 	 0.354949 
-4.25 	 0.127783 	 0.371178 
-4.2 	 0.0892108 	 0.383467 
-4.15 	 0.0497019 	 0.391734 
-4.1 	 0.00967698 	 0.39594 
-4.05 	 -0.0304479 	 0.396091 
-4 	 -0.0702655 	 0.392235 
-3.95 	 -0.109382 	 0.384459 
-3.9 	 -0.14742 	 0.372891 
-3.85 	 -0.184022 	 0.357689 
-3.8 	 -0.218856 	 0.339046 
-3.75 	 -0.251613 	 0.317185 
-3.7 	 -0.282013 	 0.292353 
-3.65 	 -0.309807 	 0.264817 
-3.6 	 -0.334777 	 0.234866 
-3.55 	 -0.356737 	 0.202803 
-3.5 	 -0.375534 	 0.16894 
-3.45 	 -0.391047 	 0.133599 
-3.4 	 -0.40319 	 0.0971062 
-3.35 	 -0.411909 	 0.0597877 
-3.3 	 -0.417181 	 0.021968 
-3.25 	 -0.419013 	 -0.0160336 
-3.2 	 -0.417443 	 -0.0539058 
-3.15 	 -0.412536 	 -0.0913478 
-3.1 	 -0.404382 	 -0.128072 
-3.05 	 -0.393096 	 -0.163804 
-3 	 -0.378814 	 -0.19829 
-2.95 	 -0.361693 	 -0.231289 
-2.9 	 -0.341905 	 -0.262585 
-2.85 	 -0.31964 	 -0.291979 
-2.8 	 -0.295098 	 -0.319294 
-2.75 	 -0.268491 	 -0.344376 
-2.7 	 -0.240038 	 -0.367092 
-2.65 	 -0.209966 	 -0.387332 
-2.6 	 -0.178502 	 -0.405008 
-2.55 	 -0.145879 	 -0.420053 
-2.5 	 -0.112325 	 -0.432422 
-2.45 	 -0.0780689 	 -0.44209 
-2.4 	 -0.0433341 	 -0.449052 
-2.35 	 -0.00833875 	 -0.453321 
-2.3 	 0.0267063 	 -0.454928 
-2.25 	 0.0615987 	 -0.453921 
-2.2 	 0.0961454 	 -0.450361 
-2.15 	 0.130164 	 -0.444325 
-2.1 	 0.163485 	 -0.435902 
-2.05 	 0.195948 	 -0.425192 
-2 	 0.227407 	 -0.412303 
-1.95 	 0.257731 	 -0.397353 
-1.9 	 0.2868 	 -0.380466 
-1.85 	 0.314508 	 -0.361772 
-1.8 	 0.340762 	 -0.341406 
-1.75 	 0.365483 	 -0.319503 
-1.7 	 0.388607 	 -0.296203 
-1.65 	 0.41008 	 -0.271643 
-1.6 	 0.429863 	 -0.245963 
-1.55 	 0.447927 	 -0.219299 
-1.5 	 0.464257 	 -0.191785 
-1.45 	 0.478846 	 -0.163551 
-1.4 	 0.4917 	 -0.134724 
-1.35 	 0.502834 	 -0.105425 
-1.3 	 0.512272 	 -0.0757696 
-1.25 	 0.520045 	 -0.0458675 
-1.2 	 0.526194 	 -0.0158214 
-1.15 	 0.530765 	 0.0142728 
-1.1 	 0.533811 	 0.0443266 
-1.05 	 0.535388 	 0.0742591 
-1 	 0.535561 	 0.103997 
-0.95 	 0.534395 	 0.133476 
-0.9 	 0.53196 	 0.162639 
-0.85 	 0.528328 	 0.191436 
-0.8 	 0.523574 	 0.219828 
-0.75 	 0.517773 	 0.24778 
-0.7 	 0.511 	 0.275268 
-0.65 	 0.503334 	 0.302275 
-0.6 	 0.49485 	 0.328792 
-0.55 	 0.485623 	 0.354816 
-0.5 	 0.475728 	 0.380353 
-0.45 	 0.465239 	 0.405415 
-0.4 	 0.454226 	 0.430021 
-0.35 	 0.442758 	 0.454198 
-0.3 	 0.430903 	 0.477978 
-0.25 	 0.418725 	 0.5014 
-0.2 	 0.406284 	 0.524509 
-0.15 	 0.39364 	 0.547356 
-0.1 	 0.380849 	 0.569999 
-0.05 	 0.367961 	 0.5925 
7.87009e-14 	 0.355028 	 0.614927 
0.05 	 0.342094 	 0.637354 
0.1 	 0.329203 	 0.659862 
0.15 	 0.316394 	 0.682535 
0.2 	 0.303703 	 0.705464 
0.25 	 0.291164 	 0.728747 
0.3 	 0.278806 	 0.752486 
0.35 	 0.266658 	 0.776789 
0.4 	 0.254742 	 0.801773 
0.45 	 0.243081 	 0.827559 
0.5 	 0.231694 	 0.854277 
0.55 	 0.220595 	 0.882063 
0.6 	 0.2098 	 0.911063 
0.65 	 0.199319 	 0.941431 
0.7 	 0.189162 	 0.973329 
0.75 	 0.179336 	 1.00693 
0.8 	 0.169846 	 1.04242 
0.85 	 0.160696 	 1.08 
0.9 	 0.151887 	 1.11987 
0.95 	 0.143419 	 1.16227 
1 	 0.135292 	 1.20742 
1.05 	 0.127504 	 1.2556 
1.1 	 0.120049 	 1.30707 
1.15 	 0.112925 	 1.36214 
1.2 	 0.106126 	 1.42113 
1.25 	 0.0996445 	 1.48439 
1.3 	 0.0934747 	 1.55228 
1.35 	 0.0876085 	 1.62523 
1.4 	 0.082038 	 1.70366 
1.45 	 0.0767547 	 1.78806 
1.5 	 0.0717495 	 1.87894 
1.55 	 0.0670134 	 1.97688 
1.6 	 0.0625369 	 2.08247 
1.65 	 0.0583106 	 2.19641 
1.7 	 0.0543248 	 2.31941 
1.75 	 0.0505699 	 2.45227 
1.8 	 0.0470362 	 2.59587 
1.85 	 0.0437142 	 2.75116 
1.9 	 0.0405944 	 2.91918 
1.95 	 0.0376675 	 3.10107 
2 	 0.0349241 	 3.29809 
2.05 	 0.0323554 	 3.51162 
2.1 	 0.0299526 	 3.74315 
2.15 	 0.027707 	 3.99435 
2.2 	 0.0256104 	 4.26704 
2.25 	 0.0236547 	 4.56321 
2.3 	 0.021832 	 4.88506 
2.35 	 0.0201349 	 5.23503 
2.4 	 0.0185561 	 5.61577 
2.45 	 0.0170887 	 6.03023 
2.5 	 0.0157259 	 6.48166 
2.55 	 0.0144615 	 6.97363 
2.6 	 0.0132893 	 7.51009 
2.65 	 0.0122035 	 8.0954 
2.7 	 0.0111985 	 8.73439 
2.75 	 0.0102692 	 9.43238 
2.8 	 0.00941051 	 10.1953 
2.85 	 0.0086177 	 11.0296 
2.9 	 0.00788631 	 11.9426 
2.95 	 0.00721212 	 12.9422 
3 	 0.00659114 	 14.0373 
3.05 	 0.00601961 	 15.2379 
3.1 	 0.005494 	 16.5547 
3.15 	 0.00501098 	 17.9999 
3.2 	 0.00456744 	 19.587 
3.25 	 0.00416045 	 21.3309 
3.3 	 0.00378729 	 23.2483 
3.35 	 0.00344538 	 25.3577 
3.4 	 0.00313234 	 27.6796 
3.45 	 0.00284594 	 30.237 
3.5 	 0.0025841 	 33.0555 
3.55 	 0.00234488 	 36.1635 
3.6 	 0.00212648 	 39.5927 
3.65 	 0.00192723 	 43.3786 
3.7 	 0.00174557 	 47.5607 
3.75 	 0.00158007 	 52.1832 
3.8 	 0.00142939 	 57.2954 
3.85 	 0.0012923 	 62.9525 
3.9 	 0.00116765 	 69.216 
3.95 	 0.0010544 	 76.1552 
4 	 0.000951564 	 83.8471 
4.05 	 0.000858249 	 92.3783 
4.1 	 0.00077363 	 101.846 
4.15 	 0.000696945 	 112.358 
4.2 	 0.000627496 	 124.038 
4.25 	 0.00056464 	 137.021 
4.3 	 0.000507787 	 151.462 
4.35 	 0.000456397 	 167.533 
4.4 	 0.000409974 	 185.428 
4.45 	 0.000368063 	 205.364 
4.5 	 0.00033025 	 227.588 
4.55 	 0.000296156 	 252.375 
4.6 	 0.000265432 	 280.036 
4.65 	 0.000237763 	 310.922 
4.7 	 0.000212861 	 345.426 
4.75 	 0.000190461 	 383.993 
4.8 	 0.000170326 	 427.126 
4.85 	 0.000152235 	 475.39 
4.9 	 0.000135992 	 529.425 
4.95 	 0.000121416 	 589.954 
